GEOID,latitude,longitude,MetroName_x,2011_Current$_GDP,2012_Current$_GDP,2013_Current$_GDP,2014_Current$_GDP,2015_Current$_GDP,2016_Current$_GDP,2016_Current$_Rank,2011_Real$09_GDP,2012_Real$09_GDP,2013_Real$09_GDP,2014_Real$09_GDP,2015_Real$09_GDP,2016_Real$09_GDP,2012_RealGDP%_Change,2013_RealGDP%_Change,2014_RealGDP%_Change,2015_RealGDP%_Change,2016_RealGDP%_Change,2016Rank,Natural resources and mining,Construction,Durable-goods manufacturing,Nondurable-goods manufacturing,Trade,Transportation and utilities,Information,"Finance, insurance, real estate, rental, and leasing",Professional and business services,"Educational services, health care, and social assistance","Arts, entertainment, recreation, accommodation, and food services","Other services, except government",Government,2010_Population_Actual,2010_Population_Estimate,2011_Population_Estimate,2012_Population_Estimate,2013_Population_Estimate,2014_Population_Estimate,2015_Population_Estimate,2016_Population_Estimate,ALand_SQMeters,AWater_SQMeters,ALand_SQMiles,AWater_SQMiles,latitude,longitude                                                                                                 
42100,37.012488,-122.007205,"Santa Cruz-Watsonville, CA","10,798","10,857","11,719","12,254","12,806","13,581",168,"10,332","10,155","10,741","11,025","11,341","11,865",-1.7,5.8,2.6,2.9,4.6,22,0.48,2.29,-0.68,0.14,0.61,0.09,-0.13,0.23,0.45,0.43,0.18,0.15,0.39,262382,263270,264896,266435,268948,270971,273627,274673,1152967332,419570851,445.163,161.997,37.012488,-122.007205
42140,35.514324,-105.965771,"Santa Fe, NM","6,696","6,626","6,974","6,745","7,055","7,120",246,"6,470","6,294","6,478","6,124","6,323","6,247",-2.7,2.9,-5.5,3.3,-1.2,317,0.13,0.09,-0.03,0,0.09,0.03,0.72,-2.76,0.11,0.12,0.08,0.09,0.14,144170,144465,145378,146157,146754,147329,147708,148651,4945412532,3645423,1909.435,1.408,35.514324,-105.965771
42200,34.537057,-120.039973,"Santa Maria-Santa Barbara, CA","21,226","21,916","22,930","23,658","24,918","24,941",102,"20,238","20,509","21,062","21,442","22,496","22,334",1.3,2.7,1.8,4.9,-0.7,302,-0.01,0.15,0.2,0.03,-0.25,-0.1,-0.69,-0.59,-0.13,0.28,-0.06,0.04,0.42,423895,424396,425998,430638,435800,440553,443815,446170,7083927512,2729816973,2735.12,1053.988,34.537057,-120.039973
42220,38.525182,-122.92611,"Santa Rosa, CA","21,163","21,446","22,915","24,398","26,387","27,311",93,"20,751","20,527","21,499","22,429","23,753","24,120",-1.1,4.7,4.3,5.9,1.5,175,0.06,0.5,-0.09,-0.97,0.39,-0.05,0.24,0.38,-0.05,0.6,0.13,0.12,0.28,483878,484817,487641,490509,494657,499168,501474,503070,4081401191,497545934,1575.838,192.104,38.525182,-122.92611
42340,32.109145,-81.273094,"Savannah, GA","13,992","14,829","15,307","16,203","17,049","17,606",136,"13,545","14,014","14,160","14,644","14,980","15,173",3.5,1,3.4,2.3,1.3,186,0.24,0.35,-1.11,-0.1,0.56,-0.18,-0.28,1.61,0.05,0.12,-0.02,0.07,-0.03,347611,348739,355820,362193,365600,372202,378829,384024,3477941518,587429320,1342.841,226.808,32.109145,-81.273094
42540,41.322881,-75.898188,"Scranton--Wilkes-Barre--Hazleton, PA","20,236","20,528","21,871","21,815","22,653","23,068",110,"19,810","19,709","20,599","20,109","20,501","20,568",-0.5,4.5,-2.4,1.9,0.3,250,0.22,-0.11,-0.07,0.09,0.02,0.04,-0.07,-0.38,0.41,0.4,-0.14,0.04,-0.13,563631,563742,564006,564348,562004,560170,557743,555225,4523197900,77170603,1746.417,29.796,41.322881,-75.898188
42660,47.55305,-121.883165,"Seattle-Tacoma-Bellevue, WA","250,148","267,472","280,291","295,994","311,347","330,409",11,"245,216","256,930","264,336","273,702","281,373","293,551",4.8,2.9,3.5,2.8,4.3,29,-0.01,0.35,-0.46,0.05,1.09,0.21,1.55,0.33,0.61,0.23,0.08,0.09,0.2,3439809,3448746,3497925,3552815,3609617,3667042,3727097,3798902,15209110951,1132535454,5872.271,437.274,47.55305,-121.883165
42680,27.700645,-80.574794,"Sebastian-Vero Beach, FL","4,144","4,431","4,418","4,820","5,197","5,570",291,"4,008","4,187","4,101","4,396","4,641","4,880",4.5,-2.1,7.2,5.6,5.2,17,-0.43,0.43,-0.16,-0.05,0.7,0.06,0.09,3.31,0.56,0.6,-0.22,0.13,0.15,138028,138243,139027,140650,141966,144740,147792,151563,1302340528,295574851,502.837,114.122,27.700645,-80.574794
42700,27.342627,-81.340921,"Sebring, FL","1,921","1,989","1,975","1,909","1,965","2,011",382,"1,789","1,815","1,769","1,693","1,743","1,783",1.4,-2.5,-4.3,2.9,2.3,128,-0.92,0.53,0.2,-0.19,0.43,0.3,0.12,0.57,0.74,0.7,0.06,-0.52,0.28,98786,98664,98308,98045,97817,98085,99447,100917,2632923680,231677932,1016.578,89.451,27.342627,-81.340921
43100,43.746002,-87.730546,"Sheboygan, WI","4,991","5,411","5,514","5,689","5,787","6,006",274,"4,926","5,178","5,180","5,245","5,204","5,326",5.1,0,1.3,-0.8,2.4,123,0.15,0.11,1.44,-1.46,0.69,0.03,0.04,1.11,-0.02,0.16,-0.03,0.03,0.1,115507,115475,115360,115046,114978,115303,115591,115427,1324200980,1968279272,511.277,759.957,43.746002,-87.730546
43300,33.624532,-96.675738,"Sherman-Denison, TX","3,630","3,714","3,977","4,004","4,178","4,292",339,"3,557","3,575","3,763","3,713","3,827","3,894",0.5,5.2,-1.3,3.1,1.7,162,-0.84,1.03,-0.43,0.53,0.52,0.84,0,-0.21,0.46,-0.23,0.11,-0.21,0.18,120877,121037,121274,121636,122249,123500,125537,128235,2415989108,120124595,932.819,46.38,33.624532,-96.675738
43340,32.490638,-93.671191,"Shreveport-Bossier City, LA","21,608","20,862","21,602","22,074","20,802","20,437",117,"19,094","18,250","18,577","18,798","19,067","18,867",-4.4,1.8,1.2,1.4,-1,310,-0.89,-0.2,-0.37,1.18,-0.02,-0.46,-0.03,-0.01,0.03,0.02,-0.1,0.04,-0.23,439811,441197,445048,448471,446809,444951,444132,441767,8257355725,324450049,3188.183,125.271,32.490638,-93.671191
43420,31.840129,-109.775163,"Sierra Vista-Douglas, AZ","4,415","4,202","3,968","3,847","3,878","3,942",354,"4,262","3,998","3,720","3,536","3,507","3,517",-6.2,-7,-4.9,-0.8,0.3,254,-0.83,0.23,0.03,-0.11,0.14,0.49,0,0.91,-0.78,0.53,-0.23,-0.06,-0.02,131346,131807,132960,131843,129554,127321,126395,125770,15968982233,137024922,6165.659,52.906,31.840129,-109.775163
43580,42.580634,-96.376047,"Sioux City, IA-NE-SD","8,390","8,137","8,696","8,727","9,204","9,522",208,"8,003","7,516","7,861","7,769","8,090","8,290",-6.1,4.6,-1.2,4.1,2.5,110,0.17,1.29,-0.17,-0.67,(D),(D),-0.04,0.45,0.48,0.03,0.06,0.04,0.08,168563,168830,168952,168691,168582,168607,168710,169140,7606652277,57004554,2936.945,22.01,42.580634,-96.376047
43620,43.49542,-96.995339,"Sioux Falls, SD","14,922","15,948","15,919","16,784","17,933","18,729",129,"14,310","14,822","14,407","14,825","15,425","15,768",3.6,-2.8,2.9,4,2.2,130,0.25,0.37,-0.01,-0.26,0.42,0.15,0.21,0.16,0.3,0.32,0.07,0.13,0.1,228261,229226,232758,237753,243263,247936,251889,255729,6671079051,27077952,2575.718,10.455,43.49542,-96.995339
43780,41.774981,-86.123014,"South Bend-Mishawaka, IN-MI","12,309","12,485","12,408","12,904","13,488","14,099",163,"12,006","11,848","11,551","11,772","11,977","12,295",-1.3,-2.5,1.9,1.7,2.7,93,-0.01,0.19,-0.19,0.27,0.49,0,-0.01,0.5,1.18,-0.03,0.18,0.04,0.04,319224,318979,319169,318662,318820,319433,319799,320740,2455267304,56251230,947.984,21.719,41.774981,-86.123014
43900,34.83462,-81.842401,"Spartanburg, SC","11,923","12,094","12,547","13,349","14,304","15,183",158,"11,801","11,645","11,860","12,333","12,710","13,245",-1.3,1.8,4,3.1,4.2,32,-0.01,0.57,2.16,-1.04,0.24,0.03,0.04,1.14,0.77,0.08,-0.01,0.17,0.05,313268,313681,314761,316643,318753,321389,324863,329136,3424313941,34016289,1322.135,13.134,34.83462,-81.842401
44060,48.189041,-117.573219,"Spokane-Spokane Valley, WA","21,204","21,232","21,555","22,521","23,386","23,977",106,"20,647","20,259","20,191","20,618","20,933","21,107",-1.9,-0.3,2.1,1.5,0.8,220,0.24,0.25,0.15,0.06,0.27,-1.84,0.11,0.5,0.42,0.4,0.04,-0.1,0.32,527753,528595,529942,532440,535711,540840,547392,556634,14611513157,272295323,5641.537,105.134,48.189041,-117.573219
44100,39.828565,-89.696205,"Springfield, IL","9,549","9,543","9,391","9,814","9,845","9,907",205,"9,192","8,983","8,689","8,922","8,771","8,664",-2.3,-3.3,2.7,-1.7,-1.2,318,0.18,-0.54,-0.18,0.12,-0.06,0.03,0.04,-0.98,0.46,0.46,-0.09,-0.22,-0.42,210170,210507,211634,211995,211578,211537,210950,210015,3063280701,25218803,1182.739,9.737,39.828565,-89.696205
44140,42.2478,-72.632047,"Springfield, MA","23,121","24,005","24,699","25,235","26,518","27,333",92,"22,581","22,937","23,127","23,127","23,685","23,936",1.6,0.8,0,2.4,1.1,206,(D),-0.04,0.14,0.14,(D),0.2,-0.01,-0.1,(D),0.35,0.01,(D),-0.25,621570,623470,626107,626996,628057,630076,630127,630283,2964007223,90781029,1144.41,35.051,42.2478,-72.632047
44180,37.36087,-93.180262,"Springfield, MO","15,504","15,838","16,529","17,107","18,069","18,605",131,"15,193","15,131","15,482","15,694","16,133","16,311",-0.4,2.3,1.4,2.8,1.1,201,0.02,0.1,-0.67,0.19,(D),(D),-0.34,0.13,0.51,0.02,0.13,0.2,-0.05,436712,437411,440371,444693,448775,452263,456328,458930,7787627619,35981602,3006.82,13.893,37.36087,-93.180262
44220,39.917032,-83.783676,"Springfield, OH","3,817","3,950","4,095","4,208","4,229","4,317",338,"3,751","3,782","3,845","3,868","3,769","3,773",0.8,1.7,0.6,-2.6,0.1,261,0.18,-0.03,-0.5,1.16,0.14,-0.35,-0.04,-0.79,0.05,0.64,-0.09,-0.28,0.02,138333,138245,137754,137172,136689,136412,135815,134786,1029469370,13070242,397.48,5.046,39.917032,-83.783676
44300,40.90916,-77.84783,"State College, PA","6,777","7,283","7,837","8,302","8,583","8,667",221,"6,587","6,955","7,327","7,619","7,979","7,962",5.6,5.3,4,4.7,-0.2,279,1.12,-0.07,-0.3,0.07,0.05,0.06,0.07,-1.49,0.28,0.41,-0.03,0.01,-0.4,153990,154304,154995,155936,158331,159666,160491,161464,2874687362,7878513,1109.923,3.042,40.90916,-77.84783
44420,38.160958,-79.127632,"Staunton-Waynesboro, VA","4,599","4,389","4,558","4,706","4,976","4,980",319,"4,538","4,192","4,262","4,294","4,422","4,329",-7.6,1.7,0.7,3,-2.1,352,0.19,-0.07,-0.53,-1.63,0.02,-0.03,-0.06,-0.09,-0.02,0.02,-0.07,-0.02,0.18,118502,118351,118893,118668,119432,119842,120463,121247,2595236023,10536056,1002.026,4.068,38.160958,-79.127632
44700,37.934982,-121.272244,"Stockton-Lodi, CA","21,261","21,965","22,714","23,259","24,768","26,190",98,"20,529","20,715","21,006","21,176","22,201","23,226",0.9,1.4,0.8,4.8,4.6,23,0.41,0.32,0.32,0.06,0.69,0.38,0.03,0.99,0.34,0.19,0.16,0.29,0.43,685306,687380,694943,700611,703265,713218,723496,733709,3603647025,91127543,1391.376,35.185,37.934982,-121.272244
44940,33.916253,-80.382288,"Sumter, SC","3,192","3,486","3,522","3,601","3,648","3,690",362,"3,125","3,330","3,306","3,313","3,269","3,249",6.5,-0.7,0.2,-1.3,-0.6,298,0.05,-0.62,-0.57,-0.26,-0.09,-0.15,0.1,0.15,-0.05,0.99,0.03,0.13,-0.32,107456,107575,107292,107943,107870,107821,107382,107396,1722537600,44054050,665.076,17.009,33.916253,-80.382288
45060,43.006516,-76.196134,"Syracuse, NY","29,391","30,346","30,428","31,218","32,095","32,683",80,"28,681","29,045","28,556","28,609","28,781","28,906",1.3,-1.7,0.2,0.6,0.4,244,0.01,0.33,-0.19,0.05,-0.26,0.04,0.43,-0.26,0.2,0.2,-0.02,-0.05,-0.03,662577,663082,662882,661753,663196,661792,660008,656510,6176907940,1020646108,2384.918,394.074,43.006516,-76.196134
45220,30.386428,-84.28041,"Tallahassee, FL","13,435","13,941","14,146","14,446","14,844","15,784",152,"12,960","13,172","13,104","13,091","13,156","13,726",1.6,-0.5,-0.1,0.5,4.3,28,-0.19,0.33,(D),(D),0.34,0.15,0.09,(D),0.7,(D),0.1,0.2,0.65,367413,369355,371156,375391,373268,375595,377806,379627,6184050070,556601745,2387.675,214.905,30.386428,-84.28041
45300,28.125907,-82.465286,"Tampa-St. Petersburg-Clearwater, FL","112,547","117,711","125,715","127,948","134,579","142,633",24,"109,929","112,552","118,066","117,754","121,048","126,166",2.4,4.9,-0.3,2.8,4.2,31,0.02,0.48,0.13,0.1,0.4,0.43,0.35,0.99,0.83,0.29,-0.02,0.08,0.15,2783243,2788839,2828665,2847624,2871972,2915715,2971086,3032171,6512932308,2115146547,2514.657,816.663,28.125907,-82.465286
45460,39.392389,-87.347096,"Terre Haute, IN","6,269","6,257","6,418","6,359","6,252","6,216",262,"6,040","5,887","5,952","5,778","5,554","5,447",-2.5,1.1,-2.9,-3.9,-1.9,346,-0.43,-0.28,-0.7,-1.02,0.2,0.02,-0.05,0.03,-0.02,0.27,-0.03,0.04,0.05,172425,172298,172515,172510,171990,171283,170754,170687,3794391201,51269526,1465.023,19.795,39.392389,-87.347096
45500,33.47837,-94.207169,"Texarkana, TX-AR","5,152","5,133","4,876","4,917","5,119","5,298",304,"4,984","4,857","4,513","4,464","4,549","4,646",-2.5,-7.1,-1.1,1.9,2.1,141,0.17,0.04,0.27,0.34,0.48,0.61,-0.01,-0.33,0.2,0.07,0.01,0.19,0.09,149198,149356,149605,149705,149636,149539,149847,150098,5290957332,213758225,2042.85,82.533,33.47837,-94.207169
45540,28.714294,-82.074715,"The Villages, FL","1,973","2,081","2,146","2,323","2,407","2,590",379,"1,928","2,000","2,021","2,125","2,153","2,282",3.8,1,5.2,1.3,6,10,0,0.24,0.12,-0.47,0.65,1.34,-0.01,1.12,1.18,1.44,-0.01,0.31,0.1,93420,94280,98584,102790,108263,114012,118882,123996,1417596662,84144128,547.337,32.488,28.714294,-82.074715
45780,41.543997,-83.690889,"Toledo, OH","29,093","29,649","30,542","33,384","32,606","33,158",79,"26,705","26,432","27,146","29,194","28,159","28,421",-1,2.7,7.5,-3.5,0.9,214,0.09,0.4,0.28,-0.56,0.2,0.1,0.1,-0.2,0.17,0.29,-0.04,0.07,0.03,610001,610124,609337,608196,607728,606698,605579,605221,3531467479,673611709,1363.507,260.083,41.543997,-83.690889
45820,39.041389,-95.802639,"Topeka, KS","9,548","9,836","9,819","10,030","10,048","10,471",195,"9,300","9,365","9,169","9,163","8,949","9,145",0.7,-2.1,-0.1,-2.3,2.2,133,-0.21,0.04,-0.07,0.1,(D),(D),0.12,0.42,1.57,0.25,-0.06,0.23,-0.17,233870,234280,234711,234495,233943,233791,233572,233068,8372470747,148307399,3232.629,57.262,39.041389,-95.802639
45940,40.282503,-74.703724,"Trenton, NJ","26,008","30,029","28,719","28,953","29,717","31,203",84,"25,294","28,564","26,756","26,378","26,439","27,239",12.9,-6.3,-1.4,0.2,3,78,0,0.09,0.01,2.12,-0.17,0.3,-0.34,0.19,1.14,0,0.01,0.06,-0.39,366513,367997,368044,370087,371506,371688,371199,371023,581629671,11189320,224.568,4.32,40.282503,-74.703724
46060,32.128523,-111.783027,"Tucson, AZ","34,894","36,720","36,147","36,405","36,257","37,040",76,"33,855","34,979","33,905","33,453","32,520","32,590",3.3,-3.1,-1.3,-2.8,0.2,257,-1.09,0.09,0.09,-0.04,0.18,0.11,0.42,0.1,0,0.27,-0.07,0,0.15,980263,981927,987816,992490,996634,1003157,1008205,1016206,23794325411,5273054,9187.041,2.036,32.128523,-111.783027
46140,36.25415,-96.174978,"Tulsa, OK","53,674","57,469","62,959","67,593","60,759","58,248",54,"48,186","51,828","55,415","59,096","59,505","57,528",7.6,6.9,6.6,0.7,-3.3,362,-1.46,-0.18,-0.95,0.2,0.22,-0.88,0.14,-0.29,-0.42,0.21,0.07,-0.01,0.02,937478,939982,945936,952978,962553,969821,980459,987201,16237998497,493550071,6269.527,190.561,36.25415,-96.174978
46220,33.160611,-87.715166,"Tuscaloosa, AL","10,858","10,807","11,211","11,061","11,366","10,888",190,"9,862","9,632","10,049","9,782","10,100","9,666",-2.3,4.3,-2.7,3.3,-4.3,370,-6.86,0.28,0.98,0.62,0,0.4,0.15,0.11,-0.2,0.22,0,-0.06,0.06,230162,230453,231439,233333,235344,238084,240223,241378,7373818335,131651808,2847.047,50.831,33.160611,-87.715166
46340,32.375106,-95.268743,"Tyler, TX","13,473","13,664","15,001","15,616","13,633","13,499",170,"11,798","12,143","13,074","13,638","14,286","14,537",2.9,7.7,4.3,4.7,1.8,161,-0.81,0.04,0.01,0.96,0.13,-0.02,-0.01,0.76,0.19,0.34,0,0.04,0.12,209714,210465,212691,214774,216515,219669,222478,225290,2386700344,73067567,921.51,28.212,32.375106,-95.268743
46520,21.461365,-158.201974,"Urban Honolulu, HI","53,342","55,267","57,315","58,953","61,951","64,756",50,"51,727","52,481","53,531","53,836","55,168","56,581",1.5,2,0.6,2.5,2.6,102,0,0.57,0,0.12,0.24,0.24,0.02,0.81,0.21,0.24,0.15,0.05,-0.09,953207,956325,966279,975909,984730,988586,993166,992605,1555505156,4054940027,600.584,1565.621,21.461365,-158.201974
46540,43.332289,-75.173169,"Utica-Rome, NY","9,899","10,169","10,309","10,310","10,473","10,637",193,"9,583","9,650","9,609","9,395","9,370","9,372",0.7,-0.4,-2.2,-0.3,0,268,6.49,3.14,-5.83,-5.37,-5.54,4.61,1.31,-3.83,0.78,4.17,5.18,-3.28,-1.79,299397,299262,298907,298588,297922,296815,294949,293803,6795981620,237487618,2623.943,91.694,43.332289,-75.173169
46660,30.827498,-83.242132,"Valdosta, GA","4,334","4,546","4,530","4,633","4,719","4,777",327,"4,197","4,300","4,197","4,202","4,183","4,161",2.4,-2.4,0.1,-0.5,-0.5,294,-0.79,(D),(D),(D),0.51,0.28,0.41,(D),(D),-0.17,-0.07,0.15,-0.06,139588,140081,142173,144352,143192,143785,143746,144676,4116441967,102347892,1589.367,39.517,30.827498,-83.242132
46700,38.267226,-121.939594,"Vallejo-Fairfield, CA","15,524","16,552","17,923","18,716","19,502","20,295",119,"14,416","14,932","15,966","16,309","16,816","17,330",3.6,6.9,2.2,3.1,3.1,75,-0.03,0.54,0.13,0.39,-0.21,0.21,0.1,0.35,0.74,0.16,0.11,0.13,0.45,413344,414034,416486,419881,423972,429601,434321,440207,2128379537,218647641,821.772,84.42,38.267226,-121.939594
47020,28.731455,-97.196993,"Victoria, TX","4,385","4,933","5,416","5,676","5,192","4,665",331,"4,100","4,543","4,876","5,029","4,821","4,330",10.8,7.3,3.2,-4.1,-10.2,378,-5.98,(D),(D),(D),-1.17,(D),0.06,-1.89,-0.32,-0.01,-0.14,-0.15,0.18,94003,94084,94671,96405,97521,98584,99763,99984,4491432535,36383641,1734.152,14.048,28.731455,-97.196993
47220,39.328387,-75.121644,"Vineland-Bridgeton, NJ","5,228","5,306","5,281","5,463","5,611","5,751",283,"5,092","5,037","4,906","4,967","4,977","5,003",-1.1,-2.6,1.2,0.2,0.5,240,0.04,0.14,0.14,-0.38,0.33,(D),0,0.09,(D),-0.11,-0.02,0.01,-0.58,156898,156598,157000,157071,156264,156346,155241,153797,1252937239,502091171,483.762,193.858,39.328387,-75.121644
47260,36.856081,-76.373791,"Virginia Beach-Norfolk-Newport News, VA-NC","83,353","84,485","85,414","87,084","91,876","92,827",39,"81,361","80,740","80,263","79,995","82,260","81,363",-0.8,-0.6,-0.3,2.8,-1.1,312,0,0.05,-0.48,-0.27,0.08,0.06,0.09,(D),0.03,0.26,0.03,0.05,0.16,1676822,1679971,1686878,1698219,1706348,1717186,1723468,1726907,6972345097,3214108085,2692.038,1240.974,36.856081,-76.373791
47300,36.228824,-118.781061,"Visalia-Porterville, CA","14,057","13,195","14,194","15,259","14,911","15,656",153,"13,010","11,931","12,571","13,537","13,436","14,241",-8.3,5.4,7.7,-0.7,6,9,1.53,0.32,0.22,0.18,0.79,-0.01,0.05,1.08,0.7,0.43,0.06,0.13,0.52,442179,443083,447384,450701,453354,456115,458238,460437,12494776875,37391591,4824.261,14.437,36.228824,-118.781061
47380,31.427226,-97.093473,"Waco, TX","9,207","9,744","10,295","10,752","11,299","11,892",183,"8,995","9,302","9,650","9,862","10,191","10,586",3.4,3.7,2.2,3.3,3.9,41,-0.09,0.54,-0.26,0.33,0.4,0.28,-0.09,1.65,0.47,0.44,0.1,-0.07,0.16,252772,253819,255615,256939,258633,260155,262361,265207,4668694471,81529872,1802.593,31.479,31.427226,-97.093473
47460,46.263537,-118.255883,"Walla Walla, WA","2,615","2,644","2,695","2,659","2,752","2,867",376,"2,440","2,409","2,399","2,335","2,410","2,517",-1.3,-0.4,-2.7,3.2,4.5,27,1.02,-0.07,-0.13,1.01,-0.21,1,0.11,0.86,-0.2,0.22,0.21,0.32,0.34,62859,63029,63511,63396,63512,63626,64087,64278,5539408751,87394628,2138.778,33.743,46.263537,-118.255883
47580,32.401594,-83.635095,"Warner Robins, GA","6,449","6,532","6,538","6,678","6,756","6,890",251,"6,255","6,208","6,092","6,066","5,975","5,963",-0.7,-1.9,-0.4,-1.5,-0.2,278,-0.3,0.15,1.01,-0.21,0.19,-0.41,-0.13,-0.24,-0.02,0.28,0.08,-0.1,-0.52,179605,180420,183565,185536,186432,187530,187990,190028,2006923538,19556095,774.878,7.551,32.401594,-83.635095
47900,38.816928,-77.448228,"Washington-Arlington-Alexandria, DC-VA-MD-WV","444,001","454,229","459,273","471,272","493,651","509,224",5,"432,811","435,149","431,879","434,050","444,442","449,293",0.5,-0.8,0.5,2.4,1.1,203,(D),0.12,-0.03,-0.06,0.03,(D),(D),-0.15,0.55,0.11,0.01,0.06,0.17,5636232,5666655,5777111,5870500,5957037,6020777,6078469,6131977,16178106918,1124017724,6246.402,433.986,38.816928,-77.448228
47940,42.536796,-92.471608,"Waterloo-Cedar Falls, IA","7,791","9,277","8,601","9,040","9,121","9,163",215,"7,649","8,839","7,999","8,238","8,060","7,936",15.6,-9.5,3,-2.2,-1.5,328,0.01,0.07,-2.12,-0.04,0.14,0.03,-0.03,0.36,0.07,0.03,-0.15,-0.04,0.12,167819,167919,168302,168678,169692,170210,170691,170015,3893008619,28167535,1503.099,10.876,42.536796,-92.471608
48060,43.996516,-76.052902,"Watertown-Fort Drum, NY","6,508","6,472","6,384","6,332","6,153","6,203",264,"6,250","6,098","5,946","5,790","5,536","5,502",-2.4,-2.5,-2.6,-4.4,-0.6,299,0.1,-0.19,-0.24,-0.06,-0.02,-0.08,0.07,-0.24,-0.01,0.16,0,-0.01,-0.1,116229,116571,118161,120730,119112,118724,117260,114006,3285858287,1524359917,1268.677,588.559,43.996516,-76.052902
48140,44.898036,-89.757823,"Wausau, WI","6,079","6,596","6,791","7,167","7,547","7,686",237,"5,934","6,273","6,309","6,534","6,739","6,764",5.7,0.6,3.6,3.1,0.4,247,0.19,-0.24,0.12,-0.04,-1.05,-0.03,0.01,1.42,1.11,-1.17,0.03,-0.1,0.11,134063,134066,134509,134621,135242,135589,135782,135603,4001539245,81145909,1545.003,31.331,44.898036,-89.757823
48260,40.388914,-80.701966,"Weirton-Steubenville, WV-OH","3,858","4,000","4,002","4,313","4,110","4,023",352,"3,485","3,584","3,601","3,782","3,666","3,659",2.8,0.5,5,-3.1,-0.2,276,(D),(D),0.94,-0.43,-0.25,0.61,(D),-0.35,-0.19,0.27,-0.17,0.02,0.01,124454,124279,123327,122479,121938,121312,120519,119271,1502240255,29714228,580.018,11.473,40.388914,-80.701966
48300,47.821128,-120.267544,"Wenatchee, WA","4,033","4,151","4,161","4,306","4,556","4,660",332,"3,762","3,798","3,745","3,828","4,046","4,140",0.9,-1.4,2.2,5.7,2.3,125,0.85,-0.09,0.28,0.18,-0.08,0.06,0.13,-0.67,0.51,0.33,0.4,0.06,0.39,110884,111301,112100,112962,113418,114258,116007,117665,12276108825,266090154,4739.832,102.738,47.821128,-120.267544
48540,39.975509,-80.847011,"Wheeling, WV-OH","6,416","6,862","6,915","7,372","7,374","7,265",242,"6,050","6,355","6,360","6,682","6,612","6,422",5,0.1,5.1,-1.1,-2.9,359,1.39,-0.44,-0.06,0.73,-0.28,-0.01,-0.15,-3.77,-0.35,0.3,-0.16,-0.05,-0.01,147950,147856,147064,146331,145736,144799,144058,142982,2443371418,49371807,943.391,19.063,39.975509,-80.847011
48620,37.629831,-97.398832,"Wichita, KS","28,841","30,014","28,700","30,104","32,109","32,022",81,"27,711","28,346","26,528","27,335","28,995","28,592",2.3,-6.4,3,6.1,-1.4,323,-0.32,-0.08,-1.41,1.03,(D),(D),0.13,-0.15,-0.42,0.03,-0.02,0,-0.11,630919,631911,633220,636054,638198,640588,643016,644672,12981364606,92855414,5012.133,35.852,37.629831,-97.398832
48660,33.776144,-98.501907,"Wichita Falls, TX","7,112","7,117","7,708","7,208","6,321","6,164",267,"6,294","6,402","6,750","6,300","6,259","6,175",1.7,5.4,-6.7,-0.6,-1.3,320,(D),0.1,-0.62,0.19,0.08,0.28,-0.14,(D),(D),0.22,0.05,-0.05,0.21,151306,151648,150369,151102,151710,152222,150557,150734,6784779872,144176905,2619.618,55.667,33.776144,-98.501907
48700,41.34362,-77.055225,"Williamsport, PA","4,473","4,727","4,942","5,251","4,927","4,659",333,"4,326","4,482","4,601","4,794","4,470","4,181",3.6,2.7,4.2,-6.8,-6.5,375,-3.02,-1.45,-0.12,-0.39,-0.6,-0.25,-0.02,-0.03,-0.14,-0.03,-0.09,-0.21,-0.13,116111,116196,116677,117319,116720,116450,115829,115248,3182060991,39457017,1228.601,15.234,41.34362,-77.055225
48900,34.426033,-77.889634,"Wilmington, NC","11,048","10,852","11,885","12,682","13,492","14,192",162,"10,767","10,304","11,044","11,510","11,948","12,325",-4.3,7.2,4.2,3.8,3.1,70,0.07,0.49,-1.17,0.09,0.31,0.17,0.27,1.65,0.64,0.21,0.19,0.15,0.08,254884,255657,259265,263073,268179,272567,277548,282573,2749022198,516894112,1061.403,199.574,34.426033,-77.889634
49020,39.272974,-78.471828,"Winchester, VA-WV","5,263","5,505","5,698","5,887","6,241","6,296",260,"5,194","5,265","5,340","5,391","5,546","5,458",1.4,1.4,1,2.9,-1.6,333,0.1,-0.1,-0.24,-1.29,0.09,-0.01,0.03,-0.12,(D),0.01,(D),-0.02,0.05,128472,128703,130030,131010,132164,133350,133866,135238,2753436712,16216599,1063.108,6.261,39.272974,-78.471828
49180,36.078852,-80.345064,"Winston-Salem, NC","24,507","24,357","25,129","27,220","28,738","28,747",89,"24,083","23,222","23,433","24,790","25,371","24,760",-3.6,0.9,5.8,2.3,-2.4,355,0.02,0.32,0,-1.57,(D),(D),0.03,-0.87,-0.21,-0.36,0.02,-0.13,0.04,640595,641413,644720,647510,650902,654604,657846,662079,5201851143,80932198,2008.446,31.248,36.078852,-80.345064
49340,42.217311,-71.925535,"Worcester, MA-CT","35,625","36,528","37,409","38,177","39,923","42,286",66,"34,956","35,090","35,267","35,287","36,003","37,453",0.4,0.5,0.1,2,4,34,0.02,0.17,0.42,1.12,0.13,0.3,0.3,(D),0.1,0.18,0.01,0,-0.19,916980,918873,922177,924204,927898,931218,934233,935781,5240884091,199162317,2023.517,76.897,42.217311,-71.925535
